URL;Full Name;Short Name;Suffix Web;Suffix Excel
https://aulaenlinea.justicia.es:443/course/view.php?id=54387 ;PAQUETES DE INCORPORACION-CGF Órganos Judiciales-IB-EIVISSA-169;PAQUETES DE INCORPORACIONCGFOOJJIBEIVISSA169;169;169
