URL;Full Name;Short Name;Suffix Web;Suffix Excel
https://moodledes.justicia.es:443/course/view.php?id=4764 ;EXPEDIENTES DE PROTECCIÓN DE MENORES-Fiscales-WEBINAR-113;EXPEDIENTES DE PROTECCIÓN DE MENORESFiscalesWEBINAR113;113;100
https://moodledes.justicia.es:443/course/view.php?id=4765 ;EXPEDIENTES DE PROTECCIÓN DE MENORES-Fiscales-EXPRES-116;EXPEDIENTES DE PROTECCIÓN DE MENORESFiscalesEXPRES116;116;100
