URL;Full Name;Short Name;Suffix Web;Suffix Excel
https://moodledes.justicia.es:443/course/view.php?id=4742 ;EXPEDIENTES DE PROTECCIÓN DE MENORES-Fiscales-WEBINAR-102;EXPEDIENTES DE PROTECCIÓN DE MENORESFiscalesWEBINAR102;102;100
https://moodledes.justicia.es:443/course/view.php?id=4743 ;EXPEDIENTES DE PROTECCIÓN DE MENORES-Fiscales-EXPRES-105;EXPEDIENTES DE PROTECCIÓN DE MENORESFiscalesEXPRES105;105;100
